model,disease,run,llm_ids,unsupported,ane,valid_enriched
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run020,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run021,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run021,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run021,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run021,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run021,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run021,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run022,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run022,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run022,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run022,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run022,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run022,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run023,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run023,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run023,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run023,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run023,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run023,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run024,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run024,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run024,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run024,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run024,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run024,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run025,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run025,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run025,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run025,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run025,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run025,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run026,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run026,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run026,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run026,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run026,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run026,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run027,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run027,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run027,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run027,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run027,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run027,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run028,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run028,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run028,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run028,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run028,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run028,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run029,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run029,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run029,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run029,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run029,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run029,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run030,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run030,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run030,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run030,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run030,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run030,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run031,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run031,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run031,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run031,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run031,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run031,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run032,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run032,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run032,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run032,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run032,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run032,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run033,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run033,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run033,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run033,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run033,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run033,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run034,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run034,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run034,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run034,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run034,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run034,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run035,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run035,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run035,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run035,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run035,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run035,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run036,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run036,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run036,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run036,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run036,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run036,10,6,4,0
